Tweet,Class
هاي شنو طلعو كاظم الساهر ولاشي وهوه احسن من كل المطربين صوتا وحظورا,N
فاشلون ما توصلون للقيصر,N
❉『 ياصاحب الفيديو نزل عن رقي وتواضع الفنان كاظم عشان نعمل منشن للحاقدين وننشره 』❧,P
الوحيد اللي كلامه صادق ومو من عداوة هو سعدوم جابر.,N
مقهوريييين من القيصر👑✨,N
,N
,N
,N
,N
,N
,N
,N
,N
حسبي الله كل هذا حقد على القيصر,N
هلكد مضغوطين من كاظم,N
ههههههههه الغيره تقتل 😂 كاظم وبس وانتو منو اصلا,N
"اشو المذيعة الكويتية تكول صار فنان بسبب شهرتة بالكويت او نضال الاحمدية تكول صار فنان بسبب لبنان.
شنو القصة",N
"مافتهمنه هس الكويت لو لبنان اسوت
كاضم اساهر ولله تهنه كلمن يكول أن سويته موهو أسوه نفسه",N
هذا ابو ثخينه المصلبخ مثل الثور ماايطول ولايوصل للقيصر انت شنو حتى توصل الكاظم,P
كاظم علم والمايطول العنب ايكول حامض ذوله ماايطولون اسمه موبس صوته شنو ذولي الهمج كل واحد بيهم اهمج من الثاني ايروحون فدوه للقيصر,P
محمد عبده ايكول صوت القيصر مو حلوووووو هههههههههههه,N
على اساس كاضم ذبح نفسه حته يجيكم اصلا مو بحالكم كلكم ماتجون شارع من معجبين كاضم ابغداد,N
احلا تعليق سيف عبود يغني ع  كل التعليقات,N
"مضغوطين وربي كاظم يشرفكم وبعدين كل واحد ايكول كاظم احنا سويناه وطلع من بلدنا هه هسه الكويت صارت  دوله وهيه سوت كاظم الساهر يردون شهره ع حسابه 
وارجع واكول مضغوطين",N
"غيره وحسد وحقد ونفاق ،، كاظم نجم يمتلك موهبه وصوت وحضور واحساس ونجوميه لامثيل لها ،، موتو يا من انتم اقل من كاظم ،،،،😜",N
"الغيرة و الحسد واش يعملو ، كاظم فنان راقي خاصة لما يغني قصائد لنزار لا يوجد فنان يجاريه في هذا .",N
مجرد حقد على القيصر كاظم الساهر  - بعدين فنة انطلق من بغداد  في الحفلات التي تقام في النوادي ولكن لظروف العراق والحصار وحرب منذ ثلاثون عام  في العراق  اضطر الفنانين الغناء في  الدول العربية ( اي بلد عربي  يعاني واحد فى المئة من الذي يعاني منة العراقيين),N
والله كلهم مايوصلون لظفر كاظم غيرانين من عده اصلا هو فخر العراق,N
بلنسبه لجورج وسوف اصل هو شراب عرگ وما يدري شيحجي واما حسين الجسمي اكبر جذاب بلقزو علٌـِـٌِۓ الكويت هو گضاهه بلسعوديه واما عبدالله رويشد هو اصلن غير الخليج محد يعرفه ولا واحد يسمعه مـ(ƒřô๓)ـہن بره الخليج واما العراقي الاخير هو اذا صوته حلو بلريفي لَيــِْ♡̷̴̬̩̃ ـِْش لحد الان محد يعرفه وما اعتقد هو يعرف اسم الفن اصلاً,N
كلها طلعت مساعده كاظم وكلهم الي سوو هههه يمه الغيره يمه ... نسو الموهبه والرقي والذوق الي سوو,N
اصلا الكويت ميحبون اللغة العربية الفصحى يحبون طور الكيوليه - البصره - عماره - كويت,N
,N
,N
"شامخ شموخ النخيل العراقي ازلي كملحمة كلكامش معطاء كنهري العراق اصيل اصاله الارض العراقية رائع كليالينا العراقية جميل جمال سماءنا حزين حزن امهاتنا عذب عذوبه مياهنا هادئ هدوء شيوخنا برئ براءة اطفالنا .
هذا هو كاظم و هو قبل كل شئ إنسان بكل ما تحمل الانسانية من معني .
دليل واحد على نجاح كاظم هو ان ملكة بريطانيا التي يُقيل العرب مؤخرتها المكتنزة كرمت كاظم شخصيا و هو من قلائل المطربين و الفنانين الذي تكرمهم الملكة بعد فرقة البيتلز و الملكة لا تكرم الا من وصل الى أسمى درجات النجاح",N
"بي مطربين مثل نبيل شعيل ومحمد عبدو كنت انظر لهم نظرة محترمه وهسع انقلبت الموازين 
وتكشفت الوجوه وسقطت الاقنعه 
كاظم الساهر سيد الاسياد ومن كثر رقيه ونبالته لم يرد على اي شخص منهم انتبهو لشخصيته راقيه 
وانظرو لنبيل شعيل الي بالع مطرب ومحمد عبدو سود الله وجهه اكثر من هيك",N
"مجموعة حاسدين !

كاظم رب الطرب

الله يعطيه الصحة والعافية",N
لو كااان صوته احلى شواي هههههه (خرووووووف بااااااااااع),N
هههههههههههههههههههههههاااهههاههههههههه مساااااااكين,N
لو ماكان كاظم انجح واحسن منهم مكان تكلمو عنه,N
والله انتوااا مريضين ومقهووورين من القيصر,P
من هولاء الذين ينتقدون القيصر  هل ممثلين او فنانين ما نعرفهم .؟,N
موتو*,N
روحوو طقو ومتوتو من الملك,N
طاقين من القيصر يسعدلي روحوو يا اكثر من رائع😍😙,N
ههههههه لي يجي يقول انا فضلي على كاضم انا سبب نجاحه و هو نكر خيرهم ههههه فهمونا واشكون لي نجحو ؟؟,N
شوف من كثر ماغاثهم الكل اكول احنه صنعنه كاظم.اعتراف بنحومية كاظم من اعداءه,N
هههههه ما عرفت شنو السالفه شو ياهو الي يطلع يكول اني صنعت كاظم,N
لكن للأمانة..  فعلا بداية كاظم الساهر الحقيقية وشهرته العربية انطلقت من الكويت ثم  من لبنان..  بعد بدايته وشهرته في العراق.  مي العيدان محقة.  تحية طيبة للجميع ولكاظم الساهر,N
افشل مطرب مادري شيسمعون منة اكو اغنية اسمها الجريدة والمحكمة بلة شكلت لنفسك من نزلتة,P
ياجماعه منو صنع كاظم اشو كلها تكول اني صنعته وبنسبه الهاي الكويتيه الي متريد تشوف كاظم بالكويت يله عيني توته على اساس تأخرت عليكم نجومية كاظم هو انتو كلكم تنعدون على الاصابع اذا ردتو واذا مردتو فرأيكم مثل نقطه ابحر 😝,N
اصلا و الله بيغارووو من صوتو و صوت كاظم يسواهم كله. او ب المختصر المفيد خذاء كاظم ما يسواهم,P
يكله البرتغالة جميله 😂😂😂😂😂 ابن ال...طووووط,N
الله عليك ياكاظم ماهذه الحقد والكره للناجحين انت عالي باخلاقك وببساطتك انت علم للعراق ونفتخر بك سواء جئت للعراق ام لا يكفي اعمالك لاهلك في العراق خليهم يقولون مايقولون,N
انتم متنشرون بس الفضائح,N
سعدون تكلم الحقيقة لم يسئ لكاظم,N
ههههههههههه والله ما اعرف شكول,N
مجرد غيره من القيصر,N
اعداء النجاح,N
اصلا كاظم مشهور من عهد صدام مالهه شغل الفضائيات ابدا اصلا هو اسطوره,N
والله يالله شكد مضغوطين كلها تريد من كاظم يكول هم سبب نجاحي لاكن هم نسوا ان نجاح كاظم فقط بل عراق وكاظم يستاهل,N
كلهم منافقين بس كلام نبيل شعيل منطقي,N
"شوف الغيره من كاظم
شبيكم رجال تعب على نفسه يا محمدعبده يا نبيل شعيل شكد اكرهم",N
احلى صوت كاظم,N
"يكولون كاظم طلع بالواسطة
والنظام...
بالعكس اصلا جان النظام ضده",N
يغارون من القيصر,N
"يحجون ع القيصر
تهي تهييي",N
اكثر فنان متواضع هو القيصر  يغارون من حب الناس الة ومن نجاحه,N
كسحكم كسح كاظم مناويج,P
كاظم الساهر فنان متميز وقدوة,N
وكل هذا وكاظم الساهر ما يرد عليهم ... ههههه.  اكثر شي احبه بكاظم انو ما يرد عليهم ههههه ....لانو ما بيستاهل واحد بيرد ع هيج نماذج .... بغض النظر عن سعدون جابر  الكبير,N
